"name","x","y","z","time"
"Group 2","40.44","14.37","4.4","2025-09-19 12:02:04.981255"
"Group 2","40.67","15","4.78","2025-09-19 12:02:05.481495"
"Group 2","41.15","15.48","5.04","2025-09-19 12:02:05.981264"
"Group 2","41.31","15.17","2.63","2025-09-19 12:02:06.481286"
"Group 2","41.29","15.02","0.65","2025-09-19 12:02:07.481232"
"Group 2","41.24","14.45","-0.7","2025-09-19 12:02:08.481349"
"Group 2","41.3","13.78","-1.39","2025-09-19 12:02:09.481239"
"Group 2","41.46","13.19","-1.76","2025-09-19 12:02:10.48124"
"Group 2","41.41","12.81","-2.26","2025-09-19 12:02:10.981722"
"Group 2","41.38","12.5","-2.51","2025-09-19 12:02:11.481151"
"Group 2","41.34","12.31","-2.9","2025-09-19 12:02:11.981198"
"Group 2","41.26","12.23","-3.26","2025-09-19 12:02:12.48147"
"Group 2","41.2","12.15","-3.47","2025-09-19 12:02:12.981155"
"Group 2","41.17","12.07","-3.58","2025-09-19 12:02:13.481445"
"Group 2","41.13","12.1","-3.81","2025-09-19 12:02:13.981183"
"Group 2","41.08","12.14","-4.02","2025-09-19 12:02:14.481345"
"Group 2","41.14","12.07","-1.98","2025-09-19 12:02:14.981181"
"Group 2","41.32","11.95","-2.27","2025-09-19 12:02:15.481323"
"Group 2","41.43","11.88","-2.54","2025-09-19 12:02:15.981279"
"Group 2","41.45","11.86","-2.86","2025-09-19 12:02:16.481421"
"Group 2","41.46","11.85","-3.11","2025-09-19 12:02:16.985001"
"Group 2","41.5","11.82","-3.23","2025-09-19 12:02:17.481567"
"Group 2","41.54","11.78","-3.3","2025-09-19 12:02:18.481359"
"Group 2","41.58","11.78","-3.37","2025-09-19 12:02:19.481269"
"Group 2","41.63","11.72","-3.37","2025-09-19 12:02:20.481288"
"Group 2","41.59","11.73","-3.55","2025-09-19 12:02:21.481223"
"Group 2","41.58","11.65","-3.46","2025-09-19 12:02:22.481223"
"Group 2","41.67","11.61","-3.41","2025-09-19 12:02:22.981464"
"Group 2","41.61","11.6","-3.5","2025-09-19 12:02:23.481201"
"Group 2","41.66","11.52","-3.35","2025-09-19 12:02:23.981221"
"Group 2","41.95","11.22","-2.69","2025-09-19 12:02:24.981471"
"Group 2","42.37","10.82","-2.24","2025-09-19 12:02:25.481149"
"Group 2","42.64","10.38","-1.81","2025-09-19 12:02:25.981253"
"Group 2","42.67","9.91","-1.58","2025-09-19 12:02:26.481128"
"Group 2","42.46","9.59","-2.09","2025-09-19 12:02:27.481234"
"Group 2","42.33","8.96","-2.53","2025-09-19 12:02:28.481155"
"Group 2","41.97","8.05","-3.25","2025-09-19 12:02:29.481155"
"Group 2","41.88","7.16","-0.98","2025-09-19 12:02:29.981275"
"Group 2","42.04","6.56","-0.4","2025-09-19 12:02:30.481292"
"Group 2","42.13","6.14","-0.86","2025-09-19 12:02:34.981116"
"Group 2","42.16","5.86","0.07","2025-09-19 12:02:35.98111"
"Group 2","41.91","5.75","-1.4","2025-09-19 12:02:37.981135"
"Group 2","42.25","5.39","-0.8","2025-09-19 12:02:38.981141"
"Group 2","42.56","5.51","-1.95","2025-09-19 12:02:47.981178"
"Group 2","42.78","5.34","-1.56","2025-09-19 12:02:49.981285"
"Group 2","42.94","5.1","-0.96","2025-09-19 12:02:50.981127"
"Group 2","43.05","4.95","-0.44","2025-09-19 12:02:51.983608"
"Group 2","42.96","4.93","-0.77","2025-09-19 12:02:53.983467"
"Group 2","42.96","4.95","-1.17","2025-09-19 12:02:56.983457"
"Group 2","42.71","5.04","0.23","2025-09-19 12:02:57.983507"
"Group 2","42.75","4.97","-0.04","2025-09-19 12:02:59.983458"
"Group 2","42.88","4.84","0.13","2025-09-19 12:03:00.983453"
"Group 2","42.96","4.74","0.36","2025-09-19 12:03:01.983601"
"Group 2","42.76","4.83","1.12","2025-09-19 12:03:02.98336"
"Group 2","43.05","4.88","0.72","2025-09-19 12:03:08.98131"
"Group 2","42.89","4.92","-0.09","2025-09-19 12:03:10.981349"
"Group 2","42.77","4.94","0.65","2025-09-19 12:03:11.981131"
"Group 2","42.77","4.87","0.21","2025-09-19 12:03:13.981548"
"Group 2","42.57","5","-0.98","2025-09-19 12:03:34.981272"
"Group 2","42.43","5.07","0.3","2025-09-19 12:03:35.981255"
"Group 2","42.27","5.14","1.31","2025-09-19 12:03:36.981273"
"Group 2","42.52","4.94","1.12","2025-09-19 12:03:37.981326"
"Group 2","42.71","4.81","1.04","2025-09-19 12:03:38.979549"
"Group 2","42.83","4.7","0.49","2025-09-19 12:03:39.981302"
"Group 2","42.29","4.57","-0.98","2025-09-19 12:03:41.981353"
"Group 2","41.88","5","1.51","2025-09-19 12:03:42.981272"
"Group 2","42.49","4.96","0.32","2025-09-19 12:03:44.981292"
"Group 2","42.49","4.42","1.13","2025-09-19 12:03:45.980685"
"Group 2","42.55","4.28","1.03","2025-09-19 12:03:46.983386"
"Group 2","42.33","4.59","2.59","2025-09-19 12:03:47.981437"
"Group 2","42.22","4.66","3.36","2025-09-19 12:03:48.981091"
"Group 2","41.79","4.65","4.37","2025-09-19 12:03:49.983393"
"Group 2","41.48","4.53","5.09","2025-09-19 12:03:50.983983"
"Group 2","41.97","4.37","4.06","2025-09-19 12:03:51.983343"
"Group 2","41.73","4.7","4.93","2025-09-19 12:03:52.981061"
"Group 2","41.68","4.65","4.81","2025-09-19 12:03:53.981137"
"Group 2","41.62","4.6","2.46","2025-09-19 12:03:55.981168"
"Group 2","41.92","4.84","0.56","2025-09-19 12:04:00.981237"
"Group 2","42.69","5.06","1.36","2025-09-19 12:04:01.981231"
"Group 2","42.3","5.1","-0.73","2025-09-19 12:04:03.982638"
"Group 2","42.57","4.99","0.55","2025-09-19 12:04:04.979488"
"Group 2","42.89","4.9","0.56","2025-09-19 12:04:05.979486"
"Group 2","43.29","5.04","-0.33","2025-09-19 12:04:09.981129"
"Group 2","43.41","4.92","-0.46","2025-09-19 12:04:12.979579"
"Group 2","43.28","5.15","0.96","2025-09-19 12:04:13.981339"
"Group 2","43.13","5.53","-1.05","2025-09-19 12:04:15.98155"
"Group 2","43.01","5.47","-1.72","2025-09-19 12:04:17.97964"
"Group 2","43.39","5.34","-1.47","2025-09-19 12:04:23.979567"
"Group 2","43.2","5.72","0.78","2025-09-19 12:04:24.981276"
"Group 2","43.15","5.88","2.23","2025-09-19 12:04:25.981274"
"Group 2","43.32","6","3.2","2025-09-19 12:04:26.981298"
"Group 2","43.57","6.1","3.9","2025-09-19 12:04:27.983007"
"Group 2","43.58","5.76","2.76","2025-09-19 12:04:30.981405"
"Group 2","43.41","5.6","1.31","2025-09-19 12:04:40.981285"
"Group 2","43.81","5.45","1.11","2025-09-19 12:04:41.981326"
"Group 2","43.91","5.5","1.9","2025-09-19 12:04:42.981296"
"Group 2","43.7","5.97","3.51","2025-09-19 12:04:43.979657"
"Group 2","43.62","5.96","1.29","2025-09-19 12:04:45.979598"
"Group 2","43.32","5.85","2.46","2025-09-19 12:04:46.98146"
"Group 2","43.6","5.75","2.69","2025-09-19 12:04:47.979613"
"Group 2","43.39","5.44","2.96","2025-09-19 12:04:48.981402"
"Group 2","42.72","5.41","0.94","2025-09-19 12:04:54.479566"
"Group 2","42.22","5.4","-0.59","2025-09-19 12:04:55.979659"
"Group 2","41.83","5.67","-2.13","2025-09-19 12:04:56.981328"
"Group 2","41.58","5.87","-0.19","2025-09-19 12:04:57.979593"
"Group 2","41.87","6.4","-0.68","2025-09-19 12:04:59.9797"
"Group 2","41.9","8.81","-2.15","2025-09-19 12:05:03.983539"
"Group 2","42.14","10.04","-1.17","2025-09-19 12:05:04.983616"
"Group 2","41.83","11.3","-2.01","2025-09-19 12:05:05.979979"
"Group 2","41.49","12.08","-2.59","2025-09-19 12:05:06.981427"
"Group 2","41.27","12.88","-3.22","2025-09-19 12:05:07.981436"
"Group 2","41.16","13.24","-3.47","2025-09-19 12:05:08.981437"
"Group 2","41.02","13.75","-3.89","2025-09-19 12:05:09.981414"
"Group 2","40.9","14.26","-1.54","2025-09-19 12:05:10.979558"
"Group 2","40.92","14.39","0","2025-09-19 12:05:13.979645"
"Group 2","40.89","14.9","1.59","2025-09-19 12:05:14.981279"
"Group 2","40.96","14.97","2.44","2025-09-19 12:05:15.981164"
"Group 2","40.99","15.04","3.07","2025-09-19 12:05:16.981262"
"Group 2","41.03","15.18","3.58","2025-09-19 12:05:17.981317"
"Group 2","41.06","15.33","4","2025-09-19 12:05:18.981224"
"Group 2","41.02","15.41","4.29","2025-09-19 12:05:19.979523"
"Group 2","40.97","15.49","4.52","2025-09-19 12:05:20.981191"
"Group 2","41.01","15.54","4.68","2025-09-19 12:05:21.981221"
"Group 2","41.16","15.46","4.71","2025-09-19 12:05:22.98126"
"Group 2","41.25","15.46","2.3","2025-09-19 12:05:23.9796"
"Group 2","41.27","15.49","0.46","2025-09-19 12:05:24.979561"
"Group 2","41.31","15.51","-0.93","2025-09-19 12:05:25.981344"
"Group 2","41.14","15.38","-1.88","2025-09-19 12:05:26.981215"
"Group 2","41.18","15.45","-2.69","2025-09-19 12:05:27.98118"
"Group 2","41.1","15.54","-3.37","2025-09-19 12:05:28.981324"
"Group 2","41.01","15.42","-1.28","2025-09-19 12:05:29.981161"
"Group 2","40.93","15.54","0.46","2025-09-19 12:05:30.981134"
"Group 2","40.84","15.39","1.65","2025-09-19 12:05:31.983632"
"Group 2","40.81","15.12","2.34","2025-09-19 12:05:32.981312"
"Group 2","40.73","15.12","3.12","2025-09-19 12:05:33.981278"
"Group 2","40.75","15.25","3.78","2025-09-19 12:05:34.981525"
"Group 2","41.29","14.99","3.81","2025-09-19 12:05:35.983265"
"Group 2","41.28","14.88","1.69","2025-09-19 12:05:36.98118"
"Group 2","41.21","15.01","-0.05","2025-09-19 12:05:37.981716"
"Group 2","41.14","15","-1.26","2025-09-19 12:05:38.98119"
"Group 2","41.09","15.1","-2.29","2025-09-19 12:05:39.981219"
"Group 2","41.23","15.19","-0.41","2025-09-19 12:05:40.984491"
"Group 2","41.02","15.14","1.06","2025-09-19 12:05:42.980771"
"Group 2","41","15.1","2.04","2025-09-19 12:05:43.984149"
"Group 2","40.99","15.76","3.37","2025-09-19 12:05:45.979592"
"Group 2","41.24","15.88","4.26","2025-09-19 12:05:46.979599"
"Group 2","41.13","14.95","1.97","2025-09-19 12:05:48.981332"
"Group 2","41.03","14.23","0.25","2025-09-19 12:05:49.979592"
"Group 2","41.5","13.5","-0.24","2025-09-19 12:05:51.98124"
"Group 2","41.52","13.19","-1.12","2025-09-19 12:05:55.979699"
"Group 2","41.43","12.9","-1.89","2025-09-19 12:05:56.479601"
"Group 2","41.39","12.65","-2.48","2025-09-19 12:05:57.479486"
"Group 2","41.46","12.45","-2.64","2025-09-19 12:05:58.481242"
"Group 2","41.67","12.22","-2.42","2025-09-19 12:05:58.979674"
"Group 2","41.82","11.98","-2.16","2025-09-19 12:05:59.481241"
"Group 2","41.92","11.85","-1.98","2025-09-19 12:05:59.979577"
"Group 2","42.11","11.71","-1.74","2025-09-19 12:06:00.479478"
"Group 2","41.83","11.77","-2.41","2025-09-19 12:06:00.979601"
"Group 2","41.68","11.84","-2.82","2025-09-19 12:06:01.479513"
"Group 2","41.68","12.03","-3.06","2025-09-19 12:06:01.981281"
"Group 2","41.67","12.79","-3.79","2025-09-19 12:06:02.981348"
"Group 2","41.66","13.2","-3.84","2025-09-19 12:06:03.983956"
"Group 2","41.52","13.56","-3.75","2025-09-19 12:06:04.983933"
"Group 2","41.07","13.78","-3.85","2025-09-19 12:06:05.984863"
"Group 2","40.91","13.58","-1.98","2025-09-19 12:06:06.98153"
"Group 2","40.71","13.42","-0.47","2025-09-19 12:06:07.979607"
"Group 2","40.34","13.42","0.8","2025-09-19 12:06:08.979644"
"Group 2","40.07","13.43","1.7","2025-09-19 12:06:09.981394"
"Group 2","40.11","13.29","2.3","2025-09-19 12:06:10.981507"
"Group 2","39.87","13.33","2.88","2025-09-19 12:06:11.981326"
"Group 2","39.96","13.23","3.12","2025-09-19 12:06:12.981264"
"Group 2","40.04","13.15","3.34","2025-09-19 12:06:13.981538"
"Group 2","40.07","13.06","3.51","2025-09-19 12:06:14.981446"
"Group 2","40.12","13","3.63","2025-09-19 12:06:15.981804"
"Group 2","40.15","12.97","3.73","2025-09-19 12:06:16.979564"
"Group 2","40.14","12.96","3.83","2025-09-19 12:06:17.981281"
"Group 2","40.1","12.95","3.94","2025-09-19 12:06:18.981205"
"Group 2","39.89","13.06","4.12","2025-09-19 12:06:19.980706"
"Group 2","40.07","13.03","3.91","2025-09-19 12:06:20.980719"
"Group 2","40.16","12.99","3.79","2025-09-19 12:06:21.982265"
"Group 2","40.24","12.96","3.69","2025-09-19 12:06:22.981203"
"Group 2","40.15","12.95","3.89","2025-09-19 12:06:23.981162"
"Group 2","39.98","13.09","3.98","2025-09-19 12:06:24.983658"
"Group 2","39.65","13.19","4.3","2025-09-19 12:06:25.983834"
"Group 2","39.7","13.14","4.32","2025-09-19 12:06:26.983806"
"Group 2","39.78","13.08","4.32","2025-09-19 12:06:27.983713"
"Group 2","39.99","13.02","4.05","2025-09-19 12:06:28.983661"
"Group 2","40.02","13.05","4","2025-09-19 12:06:29.981475"
"Group 2","40.04","13.03","4.06","2025-09-19 12:06:30.98158"
"Group 2","40.06","12.96","4.14","2025-09-19 12:06:31.981477"
"Group 2","39.9","13.08","4.18","2025-09-19 12:06:32.481052"
"Group 2","39.95","13.06","4.17","2025-09-19 12:06:32.984632"
"Group 2","39.98","13.03","4.17","2025-09-19 12:06:33.480947"
"Group 2","40.06","13","4.11","2025-09-19 12:06:33.983947"
"Group 2","40.14","12.96","4","2025-09-19 12:06:34.480882"
"Group 2","40.12","13.02","3.96","2025-09-19 12:06:34.983997"
"Group 2","40.12","13","3.99","2025-09-19 12:06:35.480884"
"Group 2","40.13","12.96","4.05","2025-09-19 12:06:36.48369"
"Group 2","39.87","13.11","4.25","2025-09-19 12:06:37.483732"
"Group 2","39.92","13.05","4.25","2025-09-19 12:06:38.484249"
"Group 2","39.87","13.18","4.31","2025-09-19 12:06:38.979901"
"Group 2","39.71","13.43","4.74","2025-09-19 12:06:39.481492"
"Group 2","39.54","13.69","5.03","2025-09-19 12:06:40.981591"
"Group 2","39.37","13.5","4.39","2025-09-19 12:55:59.005697"
"Group 2","39.31","13.52","4.46","2025-09-19 12:55:59.684645"
"Group 2","39.29","13.52","4.48","2025-09-19 12:56:00.679462"
"Group 2","39.25","13.52","4.49","2025-09-19 12:56:01.679566"
"Group 2","39.27","13.51","4.5","2025-09-19 12:56:02.678004"
"Group 2","39.33","13.53","4.43","2025-09-19 12:56:03.677948"
"Group 2","39.51","13.7","4.51","2025-09-19 12:56:04.177984"
"Group 2","39.66","13.59","4.55","2025-09-19 12:56:04.677907"
"Group 2","39.78","13.6","4.43","2025-09-19 12:56:05.17945"
"Group 2","39.85","13.8","4.48","2025-09-19 12:56:05.677969"
"Group 2","39.91","15.36","1.78","2025-09-19 12:56:06.179578"
"Group 2","40.07","15.62","-0.05","2025-09-19 12:56:06.679207"
"Group 2","40.75","15.08","0","2025-09-19 12:56:07.678967"
"Group 2","41.52","15.2","0.8","2025-09-19 12:56:08.682009"
"Group 2","42.14","14.85","0.05","2025-09-19 12:56:09.67903"
"Group 2","42.04","14.59","-1.24","2025-09-19 12:56:10.679229"
"Group 2","40.87","13.4","-2.54","2025-09-19 12:56:13.679563"
"Group 2","39.72","12.67","-0.55","2025-09-19 12:56:14.682004"
"Group 2","38.6","12.09","0.62","2025-09-19 12:56:15.678287"
"Group 2","31.45","17.56","-0.5","2025-09-19 13:14:24.81428"
"Group 2","31.76","17.95","0.06","2025-09-19 13:14:25.177716"
"Group 2","31.73","18.08","-0.16","2025-09-19 13:14:26.177683"
"Group 2","31.84","18.16","0.3","2025-09-19 13:14:27.178371"
"Group 2","32.04","18.25","0.73","2025-09-19 13:14:27.677671"
"Group 2","32.31","18.64","0.91","2025-09-19 13:14:28.18727"
"Group 2","32.5","19.02","0.98","2025-09-19 13:14:28.677643"
"Group 2","32.22","18.83","0.8","2025-09-19 13:14:37.677514"
"Group 2","32.25","18.83","0.29","2025-09-19 13:14:39.179487"
"Group 2","32.12","18.81","0.28","2025-09-19 13:14:39.67772"
"Group 2","32","18.82","0.31","2025-09-19 13:14:40.18835"
"Group 2","32","18.79","0.04","2025-09-19 13:14:41.192244"
"Group 2","31.97","18.77","0.12","2025-09-19 13:14:41.677547"
"Group 2","32","18.75","0.37","2025-09-19 13:14:42.186414"
"Group 2","31.94","18.78","0.38","2025-09-19 13:14:42.677591"
"Group 2","31.93","18.77","0.39","2025-09-19 13:14:43.677578"
"Group 2","31.81","18.83","0.4","2025-09-19 13:14:44.677612"
"Group 2","31.76","18.82","0.32","2025-09-19 13:14:46.677696"
"Group 2","31.84","18.76","0.45","2025-09-19 13:14:47.679074"
"Group 2","31.95","18.68","0.67","2025-09-19 13:14:48.679504"
"Group 2","31.95","18.58","0.76","2025-09-19 13:14:49.678996"
"Group 2","32.02","18.54","0.89","2025-09-19 13:14:50.678978"
"Group 2","32.1","18.55","1.12","2025-09-19 13:14:51.678867"
"Group 2","32.03","18.53","1.04","2025-09-19 13:14:52.678892"
"Group 2","32.11","18.48","1.15","2025-09-19 13:14:53.679333"
"Group 2","32.19","18.45","1.22","2025-09-19 13:14:54.678846"
"Group 2","32.24","18.44","1.32","2025-09-19 13:14:55.679134"
"Group 2","32.06","18.48","1.07","2025-09-19 13:14:56.677594"
"Group 2","32.04","18.46","0.58","2025-09-19 13:14:58.682018"
"Group 2","32.21","18.45","0.82","2025-09-19 13:14:59.680389"
"Group 2","32.3","18.48","0.98","2025-09-19 13:15:00.678956"
"Group 2","32.35","18.51","0.38","2025-09-19 13:15:02.679194"
"Group 2","32.35","18.5","0.63","2025-09-19 13:15:03.677592"
"Group 2","32.4","18.51","0.84","2025-09-19 13:15:04.67767"
"Group 2","32.37","18.51","0.93","2025-09-19 13:15:05.6777"
"Group 2","32.3","18.53","0.93","2025-09-19 13:15:06.677621"
"Group 2","32.37","18.53","1.13","2025-09-19 13:15:07.677677"
"Group 2","32.4","18.55","1.14","2025-09-19 13:15:08.677597"
"Group 2","32.39","18.73","0.47","2025-09-19 13:15:10.677673"
"Group 2","32.37","18.68","0.71","2025-09-19 13:15:11.677751"
"Group 2","32.24","18.66","0.65","2025-09-19 13:15:12.677649"
"Group 2","32.21","18.63","0.78","2025-09-19 13:15:13.677647"
"Group 2","32.2","18.61","0.28","2025-09-19 13:15:15.677703"
"Group 2","32.3","18.59","0.6","2025-09-19 13:15:16.677714"
"Group 2","32.36","18.57","0.84","2025-09-19 13:15:17.677588"
"Group 2","32.35","18.56","0.97","2025-09-19 13:15:18.67895"
"Group 2","32.26","18.58","0.98","2025-09-19 13:15:19.67773"
"Group 2","32.34","18.58","1.11","2025-09-19 13:15:20.677586"
"Group 2","32.44","18.56","0.41","2025-09-19 13:15:22.678132"
"Group 2","32.34","18.56","0.59","2025-09-19 13:15:23.678837"
"Group 2","32.36","18.54","0.78","2025-09-19 13:15:24.678855"
"Group 2","32.27","18.55","0.84","2025-09-19 13:15:25.678906"
"Group 2","32.12","18.56","0.69","2025-09-19 13:15:26.67888"
"Group 2","32.19","18.55","0.15","2025-09-19 13:15:28.679165"
"Group 2","32.25","18.56","-0.2","2025-09-19 13:15:31.677724"
"Group 2","32.16","18.56","0.02","2025-09-19 13:15:32.67765"
"Group 2","32.1","18.56","0.18","2025-09-19 13:15:33.677752"
"Group 2","32.14","18.57","0.4","2025-09-19 13:15:34.678345"
"Group 2","32.16","18.57","0.6","2025-09-19 13:15:35.677704"
"Group 2","32.24","18.56","0.81","2025-09-19 13:15:36.677699"
"Group 2","32.26","18.55","0.96","2025-09-19 13:15:37.677556"
"Group 2","32.24","18.55","0.99","2025-09-19 13:15:38.677819"
"Group 2","32.22","18.6","0.47","2025-09-19 13:15:39.679578"
"Group 2","32.17","18.59","0.62","2025-09-19 13:15:40.679042"
"Group 2","32.1","18.57","0.64","2025-09-19 13:15:42.679617"
"Group 2","32.04","18.57","0.69","2025-09-19 13:15:43.679094"
"Group 2","32.09","18.56","0.2","2025-09-19 13:15:45.677788"
"Group 2","32.02","18.63","-0.07","2025-09-19 13:15:46.678173"
"Group 2","32.03","18.61","-0.29","2025-09-19 13:15:49.677871"
"Group 2","32","18.6","-0.06","2025-09-19 13:15:50.677747"
"Group 2","31.99","18.57","0.25","2025-09-19 13:15:51.679053"
"Group 2","32.09","18.56","0.52","2025-09-19 13:15:52.679451"
"Group 2","32.18","18.57","0.7","2025-09-19 13:15:53.679076"
"Group 2","32.3","18.55","0.87","2025-09-19 13:15:54.679091"
"Group 2","32.4","18.55","1.01","2025-09-19 13:15:55.679441"
"Group 2","32.42","18.54","0.44","2025-09-19 13:15:57.679031"
"Group 2","32.48","18.54","0.66","2025-09-19 13:15:58.679091"
"Group 2","32.18","18.63","0.46","2025-09-19 13:16:01.677713"
"Group 2","32.26","18.62","0.69","2025-09-19 13:16:02.677793"
"Group 2","32.23","18.64","0.85","2025-09-19 13:16:03.677784"
"Group 2","32.35","18.58","1.05","2025-09-19 13:16:04.678042"
"Group 2","32.06","18.66","0.83","2025-09-19 13:16:05.678999"
"Group 2","32.2","18.6","1.01","2025-09-19 13:16:06.679041"
"Group 2","32.31","18.59","1.16","2025-09-19 13:16:07.679037"
"Group 2","32.4","18.59","1.27","2025-09-19 13:16:08.679033"
"Group 2","32.46","18.55","1.34","2025-09-19 13:16:09.679059"
"Group 2","32.49","18.52","1.38","2025-09-19 13:16:10.678909"
"Group 2","32.52","18.52","1.41","2025-09-19 13:16:11.679014"
"Group 2","32.48","18.52","1.42","2025-09-19 13:16:12.679057"
"Group 2","32.52","18.52","1.45","2025-09-19 13:16:13.678997"
"Group 2","32.53","18.51","1.45","2025-09-19 13:16:14.679044"
"Group 2","32.57","18.51","1.48","2025-09-19 13:16:15.677608"
"Group 2","32.59","18.5","1.49","2025-09-19 13:16:16.679118"
"Group 2","32.62","18.51","1.51","2025-09-19 13:16:17.679014"
"Group 2","32.39","18.54","1.28","2025-09-19 13:16:18.679051"
"Group 2","32.45","18.51","1.35","2025-09-19 13:16:19.678932"
"Group 2","32.51","18.5","1.38","2025-09-19 13:16:20.678802"
"Group 2","32.54","18.47","1.45","2025-09-19 13:16:21.678823"
"Group 2","32.56","18.48","1.46","2025-09-19 13:16:22.678778"
"Group 2","32.47","18.49","1.4","2025-09-19 13:16:23.679013"
"Group 2","32.53","18.48","1.44","2025-09-19 13:16:24.679027"
"Group 2","32.46","18.49","1.41","2025-09-19 13:16:25.679048"
"Group 2","32.5","18.52","1.42","2025-09-19 13:16:26.679044"
"Group 2","32.44","18.56","1.37","2025-09-19 13:16:27.679048"
"Group 2","32.5","18.55","1.41","2025-09-19 13:16:28.679035"
"Group 2","32.43","18.56","1.35","2025-09-19 13:16:29.678983"
"Group 2","32.52","18.56","1.4","2025-09-19 13:16:30.67905"
"Group 2","32.46","18.54","1.35","2025-09-19 13:16:31.679127"
"Group 2","32.51","18.53","1.38","2025-09-19 13:16:32.67952"
"Group 2","32.32","18.55","1.16","2025-09-19 13:16:33.679028"
"Group 2","32.17","18.57","0.91","2025-09-19 13:16:34.679067"
"Group 2","32.02","18.6","0.75","2025-09-19 13:16:35.679114"
"Group 2","31.92","18.62","0.63","2025-09-19 13:16:36.679049"
"Group 2","32.09","18.68","0.87","2025-09-19 13:16:37.67906"
"Group 2","32.23","18.65","1.02","2025-09-19 13:16:38.679072"
"Group 2","32.34","18.61","1.13","2025-09-19 13:16:39.679083"
"Group 2","32.2","18.62","1.01","2025-09-19 13:16:40.679082"
"Group 2","32.18","18.61","1.03","2025-09-19 13:16:41.679049"
